Response.No.;Age;Region;Along.the.coast;Deep.sea;In.the.reef.area;Other;q19boatsize;q20gearBasket;q20gearhandline;q20gearVerticalline;q20gearLargeNet;q20gearGillnet;q20gearOthers;q21engine1;q32Fisnearfad;q60rainy1n0;q63m3s2l1;q64summ1l0;q65winm1l0;q66m3s2l1;q13edu;q14house;q15source;q16age;q17ageregis;q170t.registered;q18fishinboat;;q19exatsize;q19other;q19othersize;;;;;;;;q21engine2;q21other;q22boat;q22boatrange;q22engine;q22enginerange;q22equip;q22equiprange;q22line;q22linerange;q22other;q22tot;q22totrange;q22tot.c;q23homeport;q24homecellA;q25freqloca;q26month;q26times;q27monthmore;q27monthmorerange;Q28wcell1;Q28wcell2;Q28wcell3;Q28wcell4;Q28wcell5;Q28wcell6;Q28wcell7;Q28wcell8;q29Scell1;q29Scell2;q29Scell3;q29Scell4;q29Scell5;q29Scell6;q29Scell7;q29Scell8;q30FADgood;q31FADtrain;;q32why;q33change;q34goodapp;q35;q36fadhelp;q37expl;q38Y1cell;q39Y2cell;q40FADtotal.kg;q41F1name;q41code;q41F1min;q41F1max;q41F2name;q41F2code;q41F2min;q41F2max;q41F3name;q41F3code;q41F3min;q41F3max;q42fadtimes;q43sumname1;q43sumcode1;q43summin1;q43fssummax1;q43sumname2;q43sumcode2;q43summin2;q43fssummax2;q43sumname3;q43sumcode3;q43summin3;q43fssummax3;q43winname1;q43winname1.1;q43winmin1;q43fswinmax1;q43winname2;q43winname2.1;q43winmin2;q43fswinmax2;q43winname3;q43winname3.1;q43winmin3;q43fswinmax3;q44fadmore;q44Dynamic;q45FADmorecell;q46name1;q46name1code;q46name2;q46name2code;q46name3;q46name3code;q46name4;q46name3code.1;q47seamore;q48s0w1;q49less;q50;q51sealess;q52s0w1;q53twofads;q54name1;q54name1code;q54name2;q54name2code;q54name3;q54name3code;q54name4;q54name3code.1;q55temy1n0;q56desc;q57temtime;q57temtimerange;q58fsbehsum;q59fsbewin;q60rainy1n0;q60rainS2DK3;q611when;q611when..range;q62rainb0a4;q62rainb0a4both2DK3;q63m3s2l1;q64summ1l0;q64summ1l0S2DK3;q65winm1l0;q65winm1l0S2DK3;q66m3s2l1;q67n0y1;q67name1;q67name1code;q67name2;q67name2code;q67name3;q67name3code;q67name4;q67name4code;q67name5;q67name5code;q68M3L1s2;q69accnum;q70y1n0;q71usey1n0;q72example;q73Xcell;id;q73X2cell;q74measure;DistanceFADS;q75weather;q75weathernight;q76fami;q77n1q2h3nf4fm5m6mt7;q78fishingtrip;q79selec;q80totalcatch.kg;q81numfisher;q82fsname1;q82fsname1code;q82fsweight1;q82fslen1;q82fsname2;q82fsname2code;q82fsweight2;q82fslen2;q82fsname3;q82fsname3code;q82fsweight3;q82fslen3;q82fsname4;q82fsname4code;q82fsweight4;q82fslen4;q82fsname5;q82fsname5code;q82fsweight5;q82fslen5;q82fsname6;q82fsname6code;q82fsweight6;q82fslen6;q82fsname7;q82fsname7code;q82fsweight7;q82fslen7;q82fsname8;q82fsname8code;q82fsweight8;q82fslen8;q82fsname9;q82fsname9code;q82fsweight9;q82fslen9;q82fsname10;q82fsname10code;q82fsweight10;q82fslen10;q82fsname11;q82fsname11code;q82fsweight11;q82fslen11;q82fsname12;q82fsname12code;q82fsweight12;q82fslen12;q82fsname13;q82fsname13code;q82fsweight13;q82fslen13;q82fsname14;q82fsname14code;q82fsweight14;q82fslen14;q82fsname15;q82fsname15code;q82fsweight15;q82fslen15;q82fsname16;q82fsname16code;q82fsweight16;q82fslen16;q82fsname17;q82fsname17code;q82fsweight17;q82fslen17;q82fsname18;q82fsname18code;q82fsweight18;q82fslen18;q82fsname19;q82fsname19code;q82fsweight19;q82fslen19;q82fsname20;q82fsname20code;q82fsweight20;q82fslen20;q82fsname21;q82fsname21code;q82fsweight21;q82fslen21;q82fsname22;q82fsname22code;q82fsweight22;q82fslen22;q82fsname23;q82fsname23code;q82fsweight23;q82fslen23;q82fsname24;q82fsname24code;q82fsweight24;q82fslen24;q82fsname25;q82fsname25code;q82fsweight25;q82fslen25;q82fsname26;q82fsname26code;q82fsweight26;q82fslen26;q82fsname27;q82fsname27code;q82fsweight27;q82fslen27;q82fsname28;q82fsname28code;q82fsweight28;q82fslen28;q82fsname29;q82fsname29code;q82fsweight29;q82fslen29;q82fsname30;q82fsname30code;q82fsweight30;q82fslen30;q82fsname31;q82fsname31code;q82fsweight31;q82fslen31;q82fsname32;q82fsname32code;q82fsweight32;q82fslen32;q82fsname33;q82fsname33code;q82fsweight33;q82fslen33;q82fsname34;q82fsname34code;q82fsweight34;q82fslen34;q82fsname35;q82fsname35code;q82fsweight35;q82fslen35;q82fsname36;q82fsname36code;q82fsweight36;q82fslen36;q82fsname37;q82fsname37code;q82fsweight37;q82fslen37;q82fsname38;q82fsname38code;q82fsweight38;q82fslen38;q82fsname39;q82fsname39code;q82fsweight39;q82fslen39;q82fsname40;q82fsname40code;q82fsweight40;q82fslen40;q82fsname41;q82fsname41code;q82fsweight41;q82fslen41;q82fsname42;q82fsname42code;q82fsweight42;q82fslen42;q82fsname43;q82fsname43code;q82fsweight43;q82fslen43;q82fsname44;q82fsname44code;q82fsweight44;q82fslen44;q82fsname45;q82fsname45code;q82fsweight45;q82fslen45;q82fsname46;q82fsname46code;q82fsweight46;q82fslen46;q82fsname47;q82fsname47code;q82fsweight47;q82fslen47;q82fsname48;q82fsname48code;q82fsweight48;q82fslen48;q82fsname49;q82fsname49code;q82fsweight49;q82fslen49;q82fsname50;q82fsname50code;q82fsweight50;q82fslen50;q82fsname51;q82fsname51code;q82fsweight51;q82fslen51;q82totaweight;q83fuelD0E1;q84fuelcost;costper.km;q84days;q86fishers;q87numbask;q88height;q88width;q88length;q90lengthwillingness;Questionlouche
127;47;North;0;1;0;0;Fibre glass;0;1;0;0;1;0;Outboard motor  power >26;1;1;1;1;;1;3;1;1;7;22;;1;;29;Fibre Glass;;;;;;;;;;;400000;;25 000;;;;;;;425000;;>260k;Pointe aux piments;10371;3;November;16;March;;9026;9160;9294;;;;;;9701;9835;9702;;;;;;1;1;;;1;1;Algae and oysters attract small fish which in turn brings bigger fish;1;Gagne plis gros poisson;10103;10103;26;Thon;99;10;30;;;;;;;;;10;Thon jaune;104;4;80;Bonite;14;1;25;Dorade;43;3;34;Baracuda;126;3.5;34;Saumon ;127;3.5;4;;;;;1;;9026;Dorade;43;Thon jaune;104;Bonite;14;;;;;0;;;;0;;;;;;;;;1;Water is hotter;8;;1, less fish due to overfishing;Less fish;1;;9;;1;;1;1;;;2;1;0;;;;;;;;;;;1;;1;1;Avoid risk;10104;10104;;4;0.8;2;;1;3;8;1;26;3;Thon jaune;104;5000;;Thon jaune;104;5000;;Thon jaune;104;5000;;Thon jaune;104;5000;;Thon jaune;104;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2400;600;;;;;;;1;
128;31;North;0;1;0;0;Fibre glass;0;0;1;0;0;0;Outboard motor  power >26;1;1;3;0;0;1;4;1;0;13;;NR;0;;27;Fibre Glass;27;;;;;;;;;;900000;;200 000;;;;;;;1100000;;>260k;Pointe aux piments;10371;4;November;6;;November-December;9702;9836;9970;;;;;;9567;9835;9699;;;;;;1;1;;;1;1;Attire ti poisson;1;Gagne plis boko pou vander;10103;10103;40;Bonite;14;20;60;Thon;99;2;30;Carangue;27;3;10;10;Marlin;62;20;250;Dorade;43;10;40;Thon;99;5;60;Calamar;24;0.5;10;Thon;99;5;60;Bonite;14;2.5;25;1;;9026;Thon;99;Dorade;43;Bonite;14;;;1;0;0;;;;0;;;;;;;;;1;Fr plis chaug;10;;1, less fish 0w due to an increase in number of fishers;Less fish;1;;4;;1;;3;0;;0;;1;1;Macro;59;;;;;;;;;1;;1;1;Good for high seas;10104;9970;;4;0.8;1;;1;5;8;1;145;4;Thon;99;5000;;Thon;99;5000;;Thon;99;10000;;Thon;99;10 000;;Thon;99;15 000;;Bonite;14;1000;;Bonite;14;10 000;;Bonite;14;5000;;Bonite;14;5000;;Bonite;14;2000;;Dorade;43;8000;;Dorade;43;4000;;Dorade;43;8000;;Dorade;43;5000;;Dorade;43;5000;;Dorade;43;10 000;;Ti Voillier;106;5000;;Ti Voillier;106;5000;;Ti Voillier;106;5000;;Ti Voillier;106;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4000;1000;;;;;;;1;
129;48;North;0;1;0;0;Wooden Pirogue < 8 m;1;0;1;0;0;0;Outboard motor  power 9-25;0;1;3;1;0;1;3;1;1;11;19;;1;;23;;;;;;;;;;;;30000;;25 000;;100 000;;100 000;;;255000;;165-260k;Pointe aux piments;10371;3;November;30;;December-May;10370;10368;10235;;;;;;10370;10368;10235;;;;;;1;0;;;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Corail p affecter ek chaleur;20;;Less fish;Less fish;1;;15;;0;;3;1;;0;;1;0;;;;;;;;;;;1;;1;1;Avoid high waves;10368;10368;;7;1.7;2;;1;5;8;1;40;1;Cato;30;5000;;Cato;30;1000;;Cato;30;1000;;Cato;30;2000;;Cato;30;1000;;Cato;30;3000;;Cato;30;1000;;Cato;30;500;;Cato;30;600;;Cato;30;400;;Cato;30;2000;;Cordonnier;38;1000;;Cordonnier;38;1500;;Cordonnier;38;1000;;Cordonnier;38;1500;;Cordonnier;38;1000;;Cordonnier;38;1000;;Surgeon;97;3000;;Surgeon;97;2000;;Surgeon;97;1500;;Surgeon;97;2000;;Surgeon;97;1500;;Surgeon;97;2000;;Surgeon;97;1500;;Surgeon;97;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;400;57;2;1;20;3;3;3;1;
130;59;North;0;1;0;0;Fibre glass;0;0;1;0;0;0;Outboard motor  power >26;0;1;3;0;0;1;3;1;0;35;24;;0;;29;Fibre Glass;;;;;;;;;;;350000;;250 000;;;;;;;6,00E+05;;>260k;Cap Malheureux;11034;4;December;2;November and December;;;;;;;;;;;;;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Hot climate;10;;There are less corals, and lesser home for fish;There are less corals, and lesser home for fish;1;;9;;0;;3;0;;0;;1;1;Vielle Voleuse;120;;;;;;;;;1;;1;1;Meteo;11150;11151;;15;0;2;;1;2;8;1;60;5;Vielle rouge;119;1000;;Vielle rouge ;119;2000;;Vielle rouge;119;2000;;Vielle Rouge;119;1000;;Vielle rouge;119;2000;;Vielle rouge;119;1500;;Vielle rouge;119;1500;;Vielle rouge;119;900;;Vielle rouge;119;500;;Vielle rouge;119;3000;;Vielle rouge;119;4000;;Vielle rouge;119;3500;;Capitaine;25;1500;;Capitaine;25;1000;;Capitaine;25;1500;;Capitaine;25;3000;;Capitaine;25;5000;;Capitaine;25;5000;;Capitaine;25;2500;;Capitaine;25;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;500;33;;;;;;;1;
131;27;North;0;1;0;0;Wooden Pirogue > 8 m;1;0;1;0;0;0;Outboard motor  power 9-25;1;1;3;;;1;4;1;1;12;26;;1;;29;;;;;;;;;;;;40000;;25 000;;;;;;;65000;;<75k;Pointe aux piments;10371;3;December;16;;;9027;9694;9695;;;;;;9700;9702;10103;;;;;;1;1;;;1;1;Attire poisson mais depend lor saison;1;Yes;10103;10103;30;Thon;99;5;7.5;Beking;9;5;7.5;Bonite;14;2;3;3;Thon;99;5;40;Dorade;43;2;15;Beking;9;2;10;Dorade;43;5;15;Thon;99;5;15;;;;;1;;9026;Thon;99;;;;;;;1;0;0;;;;0;;;;;;;;;1;Tides are changing;10;;Lesser number of fish, greater number of fishers;Lesser number of fish, greater number of fishers;1;;10;;1;;3;;2;;2;1;0;;;;;;;;;;;1;;1;1;Meteo;9701;9701;;5.2;0;1;;1;3;8;1;10;1;Thon;99;2000;;Thon;99;2000;;Bonite;14;1000;;Bonite;14;1000;;Dorade;43;500;;Dorade;43;500;;Dorade;43;1000;;Dorade;43;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;700;135;;;;;;;1;
132;70;North;1;0;1;0;Wooden Pirogue < 8 m;0;0;1;0;0;0;On foot;0;1;3;0;0;1;3;1;0;20;;NR;0;;23;;;;;;;;;;;;750000;;0;;;;;;;750000;;>260k;;;3;December;10;November and December;;10371;10370;10372;;;;;;10371;10370;10372;;;;;;1;0;;No boat;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Corals are dying;10;;Pecheur servi lachaine ki diminier poisson;Less fish in lagoon;1;;20;;0;;3;0;;0;;1;1;Mullet;66;Carandine;26;;;;;;;3;10;1;1;Pas bizin persister;10371;10371;;0.5;2.5;1;;1;5;2.5;1;1;0;Lion rouge;54;500;;Pavillon;71;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;2;2;2;1;
133;62;North;0;0;1;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;3;0;0;1;5;1;1;18;23;;1;;23;;;;;;;;;;;;20000;;15 000;;;;;;;35000;;<75k;Pointe aux piments;10371;4;December;10;December;;10237;;;;;;;;10237;;;;;;;;1;1;;;1;1;Algae former ki attire poisson;1;Yes but it is mostly for foreign ships who catch every big fish;10103;10103;2;Thon;99;5;6;Dorade;43;1;2.5;Empereur;44;5;20;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;9026;Thon;99;;;;;;;1;0;1;10103;1;0;0;;;;;;;;;1;Increase in temparature;10;;1;1;1;;15;;1;;3;0;;0;;1;0;;;;;;;;;;;1;;1;1;Not to go in deep waters;10370;10370;;1;3;1;;1;3;8;1;10;0;Rouget;83;1000;;Rouget;83;500;;Rouget;83;1000;;Rouget;83;500;;Cato;30;1000;;Cato;30;500;;Cato;30;500;;Cato;30;1000;;Cato;30;1000;;Carpe;28;500;;Carpe;28;500;;Carpe;28;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1600;1600;;;;;;;1;
134;55;South;1;0;0;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;0;1;2;0;0;1;4;1;1;20;22;;1;;25;;;;;;;;;;;;70000;;15 000;;;;130 000;;;215000;;165-260k;Maconde;8403;4;December;7;December;;8673;8404;8264;;;;;;7867;7595;8135;;;;;;0;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Fer plis chaud;5;;Oui. Plis boku poisson dans lagon dans l'ete;Less fish;1;;5;;1;;2;0;;0;;1;1;Vielle Voleuse;120;Cheval de bois;36;;;;;;;2;;1;0;Helps to know when to venture out;8135;8135;;2.8;8;1;;2;2;8;3;10;2;Caya;35;2500;;Caya;35;1000;;Caya;35;500;;Caya;35;1500;;Caya;35;1000;;Rouget;83;500;;Rouget;83;700;;Rouget;83;1300;;Rouget;83;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;500;179;;;;;;;1;
135;68;South;1;0;0;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;0;1;3;1;0;1;2;2;0;35;37;;1;;22;;;;;;;;;;;;55000;;55 000;;;;;;;110000;;75-165k;Batelage;8941;3;December;9;;November-January;8538;8269;7999;;;;;;8672;8806;8538;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Temperature ine monter;10;;As temperature increases, more fish in lagoon areas;Less fish;1;;5;;0;;3;1;;0;;1;0;;;;;;;;;;;2;;1;1;Meteo, kan dire pas sorti pas bizin sorti;9209;9209;;0.4;5.4;1;;1;;2.5;1;4;0;Madame tomber;60;500;;Madame tomber;60;500;;Carangue;27;500;;Carangue;27;500;;Carangue;27;500;;Vielle;111;500;;Vielle;111;500;;Vielle;111;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;250;;;;;;;1;
136;26;South;1;0;0;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor  power 9-25;0;1;1;1;1;1;4;1;0;24;;NR;0;;17;;;;;;;;;;;;200000;;100 000;;1000;;5000;;;306000;;>260k;Baie du cap;8672;1;December;10;November and December;;8537;8672;8806;;;;;;8672;7729;9477;;;;;;1;0;;Too far and the boat is not powerful enough;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;Dans lete plis boku poisson dans lagon;0;1;;1;;1;;1;1;;1;;1;1;Caya;35;Sacre chien;87;Vielle rouge;119;;;;;1;;1;0;Kan lamer pas bon, pas bizin sorti;8538;8404;;1;5.9;1;;1;4;4;1;12;2;Capitaine;25;1500;;Capitaine;25;1500;;Capitaine;25;1500;;Carangue;27;2500;;Berri;11;2000;;Berri;11;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;200;200;;;;;;;1;
137;30;South;0;1;0;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;0;0;3;0;0;1;4;1;1;15;26;;0;;25;;;;;;;;;;;;50000;;45 000;;;;6000;;;11000;;<75k;Bel Ombre;8268;2;December;20;January and Febuary;;8001;8135;8270;;;;;;8942;8271;7599;;;;;;1;0;;Too far, trop boku l1 pou aler;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Fer plis chaud;2;;Moins poisson endehors lagon;Less fish;0;;;;;;3;0;;0;;1;1;Caya;35;Croissant;41;;;;;;;2;;1;1;Pas trop reliable;7731;7731;7730;6;12.5;4;;1;1;8;1;7;3;Caya;35;1000;;Caya;35;500;;Caya;35;2000;;Rouget;83;1000;;Rouget;83;500;;Rouget;83;500;;Rouget;83;1000;;Rouget;83;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;700;117;;;;;;;1;
138;;South;1;0;0;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor  power 9-25;1;1;1;0;0;1;4;1;1;16;;;1;;23;;;;;;;;;;;;15000;;15 000;;2000;;925;;;32925;;<75k;St Felix, Pte aux Roches;9880;3;December;15;November and December;;8269;8808;9611;;;;;;10283;10685;8807;;;;;;1;0;;;0;1;Attire poisson;1;Gagne boku poisson;10554;10554;12,5;Sacre chien;87;1.5;2.5;Capitaine;25;1.5;3.5;Thon;99;12.5;25;12;Dorade;43;2;3.5;Thon;99;12.5;25;;;;;Corne;39;1.5;2;;;;;;;;;0;;;;;;;;;;;;;0;;;;0;;;;;;;;;1;Hotter summer and colder winter;;;L'ete plis chaud;Ban poisson quitte la cote;1;;5;;1;;1;0;;0;;1;1;Mullet;66;Capitaine;25;;;;;;;2;;1;1;Radio;9746;9746;;0.8;7.5;1;;1;5;4;1;8;1;Corne;39;1000;;Corne;39;1500;;Corne;39;1000;;Corne;39;1500;;Corne;39;1000;;Corne;39;1000;;Corne;39;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;350;438;1;1;4;2;1.5;1,5;1;
139;69;South;1;0;0;0;Wooden Pirogue < 8 m;1;0;0;0;0;0;Outboard motor  power 9-25;0;1;3;0;0;1;5;1;0;15;;NR;1;;20;;;;;;;;;;;;40000;;69 000;;5000;;;;;114000;;75-165k;Bel Ombre;8806;1;December;15;No answer;;8808;8942;8807;;;;;;9076;8942;8808;;;;;;1;0;;Too far;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Fr chaud;2;;Poisson eloigner, zot pas vine dans lagon;Poisson pas vini;1;;3;;;;3;0;;0;;1;1;Cato;30;Corne;39;;;;;;;2;;1;1;Radio;8806;8806;;0.7;6;1;;1;;2.5;1;3;2;Corne;39;500;;Corne;39;500;;Corne;39;500;;Corne;39;500;;Corne;39;300;;Corne;39;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;200;286;2;2;4;2;2;3;1;
140;64;South;0;1;0;0;Wooden Pirogue < 8 m;0;1;0;0;0;0;Outboard motor  power 9-25;0;1;3;1;0;1;4;1;1;28;30;;1;;25;;;;;;;;;;;;75000;;75 000;;;;1500;;;;;Unknown;Bel Ombre;8806;1;December;3;;Febuary-April;8538;8672;8807;;;;;;9478;9076;8941;;;;;;1;0;;Radeau parfois kasser ek li trop loins;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;La mer ress movais;1;;Oui, ena moins poisson dans lagon;Pna difference, pareil kuman dans lete;1;;2;;0;;3;1;;0;;1;0;;;;;;;;;;;1;;1;1;Meteo, kan dire pas sorti pas bizin sorti;9477;9477;;6;7;1;;1;;4;1;5;3;Vielle rouge;119;350;10;Vielle rouge;119;200;;Vielle rouge;119;400;;Vielle rouge;119;400;;Rouget;83;500;25;Rouget;83;500;;Rouget;83;1000;;Rouget;83;1000;;Caya;35;70;20;Caya;35;50;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;
141;55;East;1;1;0;0;Wooden Pirogue < 8 m;1;1;1;0;0;0;Outboard motor  power 9-25;0;;3;;;1;3;1;1;12;13;;1;;23;;;;;;;;;;;;160000;;100000;;50000;;;;;310000;;>260k;Remy ollier, Mahebourg;13084;2;January;15;March;;14692;14952;14946;;;;;;14823;14834;14567;;;;;;0;0;;Too far away;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Too hot;;;Less fish observed;no change;;;;;;2;3;;;;;1;1;Lubine;57;Vielle Faro;114;Guele paver;49;;;;;3; ;1;1;Reunion is real meteo and can be trusted;14835;14835;;14;11.8;2;;1;4;8;1;20;2;Corne;39;1000;45;Bourse;18;1000;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000;1;700;50;1;2;28;2.6;4;4;1;
142;45;East;1;1;0;0;Wooden Pirogue < 8 m;1;1;0;0;0;0;Outboard motor  power 9-25;0;1;3;0;0;3;2;1;1;14;20;;1;;22;;;;;;;;;;;;150000;;55000;;45000;;1000;;10000;261000;;>260k;Remy ollier, Mahebourg;13084;3;January;10;December;;14825;14962;14701;;;;;;14022;14560;14833;;;;;;0;0;;Too far away;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Decrease in fish population;5;;Less fish;Less fish;1;;5;;;2;3;0;;0;;3;1;Lubine;57;Vielle roche;118;;;;;;;2;;1;1;During bad weather, most of us can take care of our embarkation;13896;13896;;7;3.6;1;;1;2;8;1;10;3;Corne;39;1000;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;1;700;100;1;3;25;2;4;4;1;
